Name,F1,Precision,Recall,Accuracy
Recurrent Neural Network,0.6344086021505376,0.596964586846543,0.6768642447418738,0.6650246305418719
Gated Recurrent Unit,0.7360824742268041,0.7986577181208053,0.6826003824091779,0.7898193760262726
Long-Short Term Memory,0.7375745526838967,0.7681159420289855,0.7093690248565966,0.7832512315270936
