Name,F1,Precision,Recall,Accuracy
Recurrent Neural Network,0.7522499575479709,0.6769559902200489,0.8463889950324799,0.7604269293924466
Gated Recurrent Unit,0.8952496954933008,0.9549588566478995,0.8425678257546809,0.9152709359605912
Long-Short Term Memory,0.8896038608485823,0.9388794567062818,0.8452426442491402,0.9098522167487685
