Name,F1,Precision,Recall,Accuracy
Recurrent Neural Network,0.8835373075404657,0.9138423846467946,0.8551776843714176,0.90311986863711
Gated Recurrent Unit,0.8852591248235533,0.9372331340734416,0.838746656476882,0.906568144499179
Long-Short Term Memory,0.8242606086583797,0.9385065885797951,0.7348108521207489,0.8653530377668309
