Name,F1,Precision,Recall,Accuracy
Logistic Regression,0.8074534161490682,0.8205128205128205,0.7948032097821933,0.8371100164203612
Gradient Boosting,0.7834370139968897,0.7973882073605065,0.7699656094764998,0.8170771756978653
GRU,0.8098484848484848,0.8028539241457003,0.8169659915934276,0.8351395730706076
LSTM,0.8064516129032259,0.7918968692449355,0.8215513947267864,0.8305418719211822
Transformer,0.7769039735099339,0.8474040632054176,0.7172334734428735,0.8229885057471265
